date,zone,crime_type,latitude,longitude,incident_count
2014-09-28 05:59:00,South-West,Theft,28.577291,77.056803,1
2014-04-10 05:16:00,North-West,Theft,28.726662,77.111676,1
2014-11-04 20:32:00,Outer,Theft,28.695005,76.98575,1
2014-04-14 02:48:00,Outer,Theft,28.727337,76.994036,1
2014-08-08 21:27:00,New Delhi,Theft,28.625513,77.226315,1
2014-09-30 16:00:00,Outer,Theft,28.704729,77.013683,1
2014-09-16 06:22:00,South,Robbery,28.498841,77.176506,1
2014-07-03 19:10:00,Outer,Theft,28.727195,76.990733,1
2014-06-08 15:59:00,Central,Theft,28.635109,77.224615,1
2014-08-01 10:00:00,South,Theft,28.466419,77.185359,1
2014-04-15 09:20:00,Central,Burglary,28.644429,77.202695,1
2014-07-25 22:01:00,South,Theft,28.47124,77.174131,1
2014-03-05 18:56:00,North-East,Burglary,28.684585,77.264623,1
2014-03-25 17:55:00,Outer,Robbery,28.699027,77.013687,1
2014-05-01 02:23:00,Outer,Theft,28.704271,77.012157,1
2014-03-10 14:37:00,North-East,Theft,28.674023,77.274269,1
2014-12-24 23:22:00,West,Theft,28.65068,77.071909,1
2014-02-07 21:39:00,North-West,Assault,28.748199,77.091104,1
2014-07-12 07:51:00,North,Burglary,28.690875,77.23475,1
2014-08-17 09:46:00,South-West,Theft,28.572031,77.047653,1
2014-11-23 10:38:00,North-West,Theft,28.72219,77.100879,1
2014-07-24 06:50:00,North-West,Burglary,28.742068,77.077048,1
2014-05-28 16:23:00,North-West,Theft,28.731631,77.084771,1
2014-01-07 22:05:00,North-East,Theft,28.676701,77.268306,1
2014-06-25 00:52:00,South-East,Theft,28.533508,77.262917,1
2014-03-22 22:51:00,South-West,Theft,28.558072,77.073812,1
2014-12-15 02:59:00,South-West,Theft,28.590456,77.052765,1
2014-02-14 10:00:00,West,Theft,28.68331,77.051515,1
2014-01-07 08:43:00,Outer,Theft,28.720186,76.996192,1
2014-04-21 11:46:00,North-East,Theft,28.681131,77.282269,1
2014-06-24 02:46:00,Central,Theft,28.628524,77.230168,1
2014-07-02 13:21:00,North,Theft,28.675394,77.208418,1
2014-06-04 21:36:00,South,Theft,28.465867,77.167934,1
2014-07-10 09:12:00,West,Burglary,28.664053,77.06968,1
2014-04-14 10:36:00,New Delhi,Fraud,28.599832,77.205065,1
2014-08-23 06:34:00,South,Burglary,28.465968,77.175132,1
2014-05-21 12:54:00,South-West,Robbery,28.573216,77.081834,1
2014-04-13 15:24:00,Outer,Theft,28.709583,77.010889,1
2014-12-18 11:05:00,South-East,Robbery,28.521609,77.267686,1
2014-04-04 17:42:00,South,Theft,28.491968,77.171155,1
2014-09-21 03:40:00,West,Theft,28.653606,77.079047,1
2014-03-05 08:31:00,Outer,Theft,28.692796,77.002429,1
2014-12-13 03:45:00,South-West,Theft,28.591195,77.04761,1
2014-09-27 07:07:00,North-East,Robbery,28.710316,77.270403,1
2014-01-01 04:28:00,North-West,Theft,28.733092,77.090102,1
2014-05-03 17:13:00,East,Assault,28.613184,77.306007,1
2014-06-19 15:53:00,South,Theft,28.481245,77.199187,1
2014-05-19 07:44:00,Outer,Burglary,28.6919,76.995265,1
2014-10-28 14:38:00,North,Fraud,28.669877,77.234882,1
2014-11-03 01:36:00,Outer,Theft,28.701735,76.998938,1
2014-08-17 18:48:00,Central,Theft,28.635067,77.230338,1
2014-11-04 16:03:00,South,Theft,28.484654,77.198664,1
2014-09-23 07:17:00,Outer,Assault,28.72687,76.993643,1
2014-07-31 09:03:00,South,Theft,28.474958,77.188628,1
2014-01-03 07:02:00,North-East,Assault,28.684419,77.268591,1
2014-12-09 10:15:00,East,Theft,28.632825,77.279863,1
2014-10-31 15:25:00,North-West,Theft,28.753586,77.083824,1
2014-11-19 23:52:00,East,Theft,28.642577,77.293395,1
2014-11-23 03:04:00,South-East,Robbery,28.524855,77.257384,1
2014-03-30 03:41:00,North-West,Theft,28.727161,77.075548,1
2014-10-01 07:25:00,North-West,Burglary,28.747762,77.08839,1
2014-04-05 17:55:00,South,Robbery,28.478443,77.176222,1
2014-12-08 04:22:00,South-West,Theft,28.5871,77.068111,1
2014-01-17 10:23:00,South,Theft,28.473846,77.205153,1
2014-06-18 17:51:00,North-West,Theft,28.757983,77.087377,1
2014-01-08 12:37:00,Central,Burglary,28.625705,77.199784,1
2014-11-03 21:49:00,South-West,Theft,28.558963,77.050695,1
2014-06-11 15:19:00,North-West,Theft,28.742602,77.083769,1
2014-08-02 04:32:00,Outer,Theft,28.726591,76.991118,1
2014-04-08 09:33:00,South,Theft,28.488497,77.196673,1
2014-02-15 20:14:00,South-East,Theft,28.540524,77.257045,1
2014-02-11 13:23:00,South,Theft,28.48023,77.180754,1
2014-01-07 19:13:00,South-East,Theft,28.547857,77.242305,1
2014-01-28 21:19:00,Central,Theft,28.656453,77.223764,1
2014-07-17 07:32:00,South,Theft,28.461736,77.203742,1
2014-08-13 14:55:00,East,Robbery,28.61614,77.289152,1
2014-11-05 14:10:00,North-West,Theft,28.734359,77.098147,1
2014-11-08 20:01:00,South,Theft,28.492863,77.169787,1
2014-08-02 11:47:00,South,Theft,28.484712,77.195921,1
2014-10-01 00:57:00,East,Theft,28.642738,77.313875,1
2014-07-18 18:43:00,South-East,Theft,28.560118,77.232439,1
2014-10-08 10:55:00,New Delhi,Theft,28.622348,77.208804,1
2014-10-25 23:41:00,South,Robbery,28.464831,77.172224,1
2014-05-09 08:49:00,East,Assault,28.630846,77.310379,1
2014-08-14 17:13:00,North-East,Theft,28.68116,77.269749,1
2014-02-22 13:41:00,South,Theft,28.464727,77.186572,1
2014-10-27 12:33:00,Outer,Theft,28.716572,77.011389,1
2014-08-16 23:54:00,South-West,Theft,28.571569,77.067607,1
2014-06-29 23:04:00,North-West,Theft,28.725519,77.097588,1
2014-03-13 04:46:00,North-West,Theft,28.725572,77.080156,1
2014-11-22 14:45:00,South-East,Theft,28.542143,77.26166,1
2014-01-06 21:12:00,East,Robbery,28.635628,77.314028,1
2014-04-12 12:05:00,South,Fraud,28.486977,77.193667,1
2014-03-28 04:26:00,Outer,Theft,28.722651,76.991817,1
2014-01-30 10:12:00,South-East,Robbery,28.547261,77.234772,1
2014-07-25 13:42:00,South-West,Theft,28.590526,77.050368,1
2014-01-20 17:50:00,South,Assault,28.483628,77.193537,1
2014-09-18 10:34:00,North,Assault,28.695743,77.205439,1
2014-01-08 19:07:00,Outer,Burglary,28.702834,76.986369,1
2014-09-01 00:33:00,South-East,Robbery,28.559512,77.250779,1
2014-10-26 05:15:00,South-West,Theft,28.562438,77.057372,1
2014-04-13 17:46:00,Outer,Burglary,28.705488,76.982648,1
2014-01-06 00:10:00,East,Theft,28.646718,77.288264,1
2014-05-31 00:43:00,North-West,Theft,28.760533,77.095181,1
2014-10-16 10:14:00,South-East,Theft,28.537588,77.232232,1
2014-06-04 16:46:00,West,Fraud,28.667459,77.069705,1
2014-01-21 15:29:00,Outer,Theft,28.707231,76.986699,1
2014-08-11 05:37:00,North-West,Theft,28.744769,77.110382,1
2014-02-19 22:48:00,Central,Theft,28.655718,77.219547,1
2014-02-28 16:40:00,South-East,Theft,28.523764,77.247009,1
2014-01-04 13:40:00,East,Theft,28.637285,77.291409,1
2014-08-02 17:33:00,North-West,Assault,28.752353,77.077882,1
2014-03-11 18:37:00,Central,Theft,28.664767,77.226851,1
2014-03-19 19:25:00,South-East,Theft,28.554047,77.248439,1
2014-05-23 08:50:00,North-West,Theft,28.739404,77.093612,1
2014-10-22 15:19:00,Central,Theft,28.664506,77.232645,1
2014-01-28 22:22:00,West,Theft,28.661807,77.078444,1
2014-04-25 04:28:00,West,Assault,28.651029,77.079248,1
2014-08-10 14:54:00,North-East,Theft,28.703822,77.276916,1
2014-08-29 17:05:00,South,Burglary,28.476038,77.194932,1
2014-10-14 22:49:00,West,Theft,28.665291,77.061448,1
2014-01-18 10:50:00,South-West,Theft,28.576172,77.085379,1
2014-04-09 07:18:00,South,Burglary,28.492259,77.19837,1
2014-04-26 21:59:00,West,Assault,28.666904,77.052083,1
2014-01-03 21:45:00,South-East,Theft,28.53968,77.232751,1
2014-08-14 14:44:00,West,Theft,28.655293,77.07798,1
2014-05-05 14:32:00,North-West,Assault,28.732794,77.095185,1
2014-06-08 14:41:00,North-West,Theft,28.738282,77.086231,1
2014-09-25 06:17:00,South,Theft,28.491531,77.178543,1
2014-11-02 01:17:00,East,Theft,28.624609,77.29944,1
2014-11-28 14:56:00,Central,Theft,28.664424,77.221435,1
2014-07-19 14:58:00,Central,Theft,28.628621,77.21911,1
2014-09-15 03:40:00,North-East,Theft,28.702976,77.279458,1
2014-07-06 06:01:00,Central,Burglary,28.656336,77.207723,1
2014-05-06 10:33:00,Outer,Fraud,28.693943,77.013334,1
2014-01-10 20:09:00,Outer,Theft,28.726975,76.993711,1
2014-07-26 11:22:00,West,Theft,28.682975,77.065728,1
2014-09-24 03:25:00,South-West,Theft,28.559694,77.063903,1
2014-03-01 13:50:00,South,Theft,28.495949,77.172716,1
2014-10-01 22:51:00,Outer,Robbery,28.718899,76.988415,1
2014-04-19 19:21:00,North-East,Theft,28.69748,77.253493,1
2014-06-19 15:20:00,South,Theft,28.488202,77.197261,1
2014-03-11 11:11:00,Outer,Assault,28.708833,77.016705,1
2014-11-13 08:14:00,South,Theft,28.466616,77.168926,1
2014-09-15 05:28:00,South,Burglary,28.479799,77.201754,1
2014-04-12 14:06:00,Outer,Burglary,28.728607,76.986621,1
2014-03-20 20:09:00,South,Theft,28.496051,77.203002,1
2014-06-09 13:53:00,North,Theft,28.68589,77.21362,1
2014-12-22 03:03:00,West,Theft,28.657427,77.061366,1
2014-08-04 04:04:00,South,Burglary,28.49379,77.172867,1
2014-05-07 12:27:00,South,Theft,28.490279,77.194449,1
2014-06-02 06:54:00,West,Theft,28.677344,77.06289,1
2014-04-01 23:19:00,North-West,Theft,28.728308,77.096864,1
2014-02-26 17:37:00,West,Theft,28.673122,77.079972,1
2014-09-04 09:12:00,East,Fraud,28.634,77.296228,1
2014-11-07 10:02:00,South-East,Theft,28.547163,77.263887,1
2014-06-11 21:00:00,Outer,Burglary,28.707696,76.999476,1
2014-12-05 23:24:00,North,Theft,28.703919,77.204525,1
2014-03-31 05:41:00,North-East,Theft,28.695824,77.253285,1
2014-07-15 20:10:00,South-East,Assault,28.529447,77.270806,1
2014-02-23 08:02:00,South-East,Theft,28.534871,77.264351,1
2014-09-25 17:41:00,New Delhi,Assault,28.606232,77.208663,1
2014-04-04 06:32:00,South,Robbery,28.482112,77.175823,1
2014-10-13 20:55:00,North,Theft,28.694267,77.240714,1
2014-08-05 08:50:00,South,Burglary,28.48482,77.19994,1
2014-08-04 03:07:00,East,Theft,28.621196,77.306826,1
2014-06-30 10:51:00,North-East,Theft,28.694851,77.269363,1
2014-05-03 16:23:00,North-East,Theft,28.685576,77.282348,1
2014-11-11 17:07:00,Outer,Burglary,28.696254,76.98993,1
2014-09-08 00:39:00,West,Burglary,28.658097,77.069564,1
2014-12-26 00:28:00,South-West,Theft,28.563582,77.069654,1
2014-06-23 04:03:00,South-East,Theft,28.544376,77.25207,1
2014-04-21 19:40:00,West,Theft,28.67448,77.075051,1
2014-01-24 11:42:00,West,Robbery,28.661675,77.06073,1
2014-02-04 04:57:00,North-West,Theft,28.756467,77.107985,1
2014-08-09 16:56:00,North,Theft,28.702187,77.201825,1
2014-10-08 13:34:00,Outer,Theft,28.714717,77.016129,1
2014-03-05 10:33:00,North-East,Theft,28.693451,77.265666,1
2014-05-15 10:23:00,Outer,Burglary,28.718134,77.005517,1
2014-05-03 03:08:00,South-West,Theft,28.557326,77.065295,1
2014-09-19 23:10:00,South,Burglary,28.475271,77.192115,1
2014-10-23 07:06:00,West,Theft,28.650975,77.06447,1
2014-10-26 12:47:00,North-West,Theft,28.745273,77.074548,1
2014-08-21 09:33:00,South,Theft,28.467315,77.206654,1
2014-03-19 21:43:00,North-West,Assault,28.744223,77.098328,1
2014-05-08 01:48:00,South,Theft,28.48852,77.194681,1
2014-08-27 07:41:00,South-East,Theft,28.523847,77.235307,1
2014-05-30 16:03:00,West,Burglary,28.681155,77.054034,1
2014-03-10 09:43:00,Outer,Theft,28.716402,77.015432,1
2014-12-15 07:19:00,North-West,Fraud,28.74302,77.083287,1
2014-05-22 21:41:00,West,Theft,28.672955,77.073166,1
2014-11-16 21:34:00,North-West,Theft,28.731383,77.098389,1
2014-04-20 20:47:00,West,Theft,28.650737,77.080653,1
2014-12-13 15:44:00,South-East,Theft,28.530939,77.250282,1
2014-09-19 22:36:00,Outer,Theft,28.703943,77.01139,1
2014-02-15 13:55:00,West,Theft,28.667793,77.069482,1
2014-06-30 13:18:00,North-West,Burglary,28.739002,77.082193,1
2014-05-23 08:17:00,South-East,Theft,28.53359,77.246832,1
2014-05-26 13:54:00,South,Theft,28.467869,77.179497,1
2014-08-01 03:49:00,West,Theft,28.670554,77.067816,1
2014-12-31 04:52:00,South-East,Theft,28.54049,77.248443,1
2014-01-04 08:57:00,East,Theft,28.623045,77.295939,1
2014-05-02 00:44:00,Central,Theft,28.664583,77.207265,1
2014-01-24 05:21:00,New Delhi,Fraud,28.596079,77.193188,1
2014-09-04 11:50:00,South-West,Theft,28.57145,77.073731,1
2014-09-29 22:04:00,North-West,Assault,28.75913,77.103672,1
2014-11-23 20:34:00,North-East,Theft,28.686215,77.252304,1
2014-06-24 09:55:00,South,Theft,28.481005,77.204226,1
2014-11-02 20:39:00,North-East,Theft,28.708134,77.273405,1
2014-08-12 11:32:00,West,Assault,28.686208,77.061327,1
2014-08-23 06:27:00,South-West,Theft,28.555152,77.082657,1
2014-10-23 12:06:00,Central,Robbery,28.643601,77.210826,1
2014-02-27 04:45:00,North,Fraud,28.672503,77.221697,1
2014-11-18 00:22:00,Outer,Theft,28.699378,76.984714,1
2014-06-07 04:25:00,West,Assault,28.679884,77.053482,1
2014-05-18 18:59:00,West,Theft,28.649544,77.074755,1
2014-12-17 15:13:00,South-East,Burglary,28.542739,77.259252,1
2014-08-20 09:59:00,North,Assault,28.693415,77.223499,1
2014-01-17 09:17:00,South-West,Theft,28.585088,77.050254,1
2014-08-08 14:01:00,Central,Theft,28.65248,77.234577,1
2014-06-20 09:53:00,South,Burglary,28.488953,77.184546,1
2014-04-12 02:18:00,North-East,Theft,28.699464,77.25364,1
2014-02-23 05:22:00,South,Theft,28.476986,77.196883,1
2014-07-24 14:54:00,Outer,Fraud,28.709784,77.00972,1
2014-06-28 09:45:00,South,Theft,28.474298,77.201631,1
2014-06-27 01:17:00,South-West,Theft,28.582276,77.063262,1
2014-12-16 00:21:00,South-West,Theft,28.56361,77.047844,1
2014-07-09 08:40:00,West,Theft,28.658655,77.090561,1
2014-04-07 03:25:00,North-West,Theft,28.758824,77.104864,1
2014-12-24 19:05:00,South-East,Theft,28.538601,77.251917,1
2014-01-04 18:42:00,North-West,Fraud,28.723345,77.095384,1
2014-12-29 07:46:00,East,Theft,28.627347,77.311548,1
2014-05-13 08:24:00,South-West,Theft,28.580932,77.072329,1
2014-04-29 13:19:00,West,Fraud,28.669337,77.064647,1
2014-02-19 17:12:00,Central,Robbery,28.645522,77.218998,1
2014-12-23 20:59:00,South,Assault,28.47702,77.189661,1
2014-08-31 19:33:00,South,Burglary,28.469655,77.186187,1
2014-10-24 14:45:00,South-East,Theft,28.551377,77.266041,1
2014-11-16 18:07:00,North-West,Theft,28.729073,77.082913,1
2014-10-16 05:33:00,Outer,Theft,28.708279,77.004655,1
2014-04-23 09:03:00,North-West,Theft,28.729383,77.092833,1
2014-02-04 10:46:00,South-West,Theft,28.591265,77.052553,1
2014-08-01 03:47:00,North-West,Assault,28.723677,77.07973,1
2014-09-21 06:00:00,South-East,Robbery,28.526112,77.255389,1
2014-06-05 08:39:00,North-West,Theft,28.746906,77.076069,1
2014-07-31 09:08:00,North-East,Theft,28.697938,77.265857,1
2014-10-30 15:15:00,West,Theft,28.677684,77.066693,1
2014-09-13 11:21:00,Outer,Theft,28.702119,76.999635,1
2014-02-08 15:08:00,North,Assault,28.687366,77.238238,1
2014-07-18 20:18:00,Outer,Robbery,28.722118,77.0007,1
2014-04-25 23:29:00,Outer,Theft,28.712359,76.985006,1
2014-01-04 13:04:00,South-West,Theft,28.565801,77.076073,1
2014-02-04 17:57:00,East,Theft,28.63908,77.28374,1
2014-08-22 15:20:00,East,Theft,28.62141,77.30606,1
2014-05-28 12:46:00,Outer,Theft,28.702476,76.991652,1
2014-09-27 01:33:00,South,Burglary,28.481743,77.184705,1
2014-04-01 00:16:00,Central,Fraud,28.633731,77.204723,1
2014-07-30 14:15:00,Outer,Theft,28.724885,77.001447,1
2014-09-06 13:35:00,South-West,Assault,28.554078,77.048395,1
2014-06-09 14:34:00,West,Theft,28.685168,77.08356,1
2014-08-10 13:14:00,Central,Theft,28.658934,77.202072,1
2014-07-25 02:58:00,South,Theft,28.487812,77.179186,1
2014-11-01 08:27:00,North-West,Assault,28.741311,77.088834,1
2014-09-22 06:22:00,West,Burglary,28.653297,77.081789,1
2014-04-11 23:26:00,South,Theft,28.481666,77.195348,1
2014-03-07 03:37:00,West,Robbery,28.669948,77.06383,1
2014-07-18 08:13:00,West,Theft,28.687368,77.056274,1
2014-04-02 07:59:00,Outer,Robbery,28.691292,77.012823,1
2014-12-12 01:35:00,South,Burglary,28.467001,77.173693,1
2014-09-28 19:56:00,South-East,Theft,28.529958,77.249317,1
2014-05-19 19:08:00,West,Assault,28.669551,77.065283,1
2014-03-16 05:11:00,Outer,Theft,28.728895,77.007376,1
2014-03-22 13:28:00,South-East,Theft,28.55113,77.253795,1
2014-08-18 01:39:00,South-East,Robbery,28.532745,77.250191,1
2014-05-19 01:54:00,South-West,Robbery,28.578752,77.084054,1
2014-01-01 23:11:00,North-West,Theft,28.75681,77.079901,1
2014-07-02 06:12:00,North,Theft,28.699614,77.207194,1
2014-05-05 01:43:00,South-West,Theft,28.563301,77.055925,1
2014-07-03 07:37:00,South-East,Theft,28.526008,77.247281,1
2014-11-18 08:52:00,South,Assault,28.479579,77.206689,1
2014-10-10 14:44:00,South-West,Theft,28.582146,77.07928,1
2014-05-12 15:34:00,Central,Theft,28.637686,77.204058,1
2014-01-08 21:18:00,Central,Theft,28.649037,77.22849,1
2014-12-17 19:14:00,South,Assault,28.478104,77.170133,1
2014-06-16 16:58:00,South-West,Theft,28.564668,77.062382,1
2014-03-27 11:41:00,South-East,Theft,28.538555,77.24792,1
2014-06-29 18:34:00,East,Theft,28.615059,77.304031,1
2014-08-07 19:38:00,North-East,Theft,28.694598,77.25231,1
2014-07-04 06:15:00,Central,Theft,28.640753,77.212302,1
2014-09-02 18:49:00,Central,Theft,28.664022,77.229916,1
2014-09-20 15:58:00,West,Burglary,28.687474,77.073147,1
2014-02-10 18:00:00,North-West,Theft,28.744806,77.073731,1
2014-04-21 02:51:00,East,Theft,28.640849,77.293961,1
2014-09-01 21:14:00,East,Theft,28.630913,77.296031,1
2014-01-04 23:08:00,South-West,Assault,28.584064,77.053957,1
2014-05-08 15:26:00,West,Theft,28.666274,77.077034,1
2014-03-10 12:53:00,West,Theft,28.67444,77.083222,1
2014-08-11 17:28:00,East,Theft,28.615998,77.296969,1
2014-07-14 14:59:00,Central,Theft,28.660916,77.222279,1
2014-11-23 06:52:00,New Delhi,Burglary,28.631183,77.22431,1
2014-12-31 10:08:00,West,Theft,28.681851,77.077585,1
2014-06-23 19:26:00,North,Theft,28.689476,77.211104,1
2014-07-09 16:22:00,Outer,Burglary,28.710554,77.019255,1
2014-11-07 14:46:00,New Delhi,Assault,28.609573,77.220112,1
2014-09-02 10:25:00,South-East,Theft,28.522673,77.26849,1
2014-12-28 18:29:00,Outer,Theft,28.702472,77.017434,1
2014-03-25 04:56:00,East,Theft,28.640301,77.310181,1
2014-08-27 16:50:00,Outer,Burglary,28.696986,77.018496,1
2014-07-14 04:52:00,West,Theft,28.674728,77.081984,1
2014-04-20 15:38:00,East,Theft,28.618276,77.29135,1
2014-08-06 20:43:00,New Delhi,Theft,28.628133,77.210266,1
2014-05-22 01:08:00,South,Theft,28.489881,77.203453,1
2014-04-13 05:40:00,North-East,Burglary,28.682729,77.247942,1
2014-05-12 08:29:00,South,Burglary,28.462933,77.17992,1
2014-04-19 13:42:00,Outer,Fraud,28.695316,76.993202,1
2014-12-12 21:32:00,West,Theft,28.65429,77.0582,1
2014-01-15 22:14:00,South,Fraud,28.463558,77.180979,1
2014-11-04 01:08:00,North,Assault,28.704006,77.233394,1
2014-12-24 14:56:00,West,Theft,28.666709,77.056702,1
2014-01-20 01:24:00,Central,Theft,28.654156,77.19689,1
2014-08-18 03:28:00,North-East,Burglary,28.68379,77.279117,1
2014-08-19 09:22:00,Outer,Theft,28.700685,77.007723,1
2014-11-14 04:57:00,South-West,Theft,28.570454,77.082848,1
2014-06-12 10:16:00,Outer,Theft,28.697246,77.007903,1
2014-05-14 01:18:00,North-East,Burglary,28.68441,77.27773,1
2014-12-02 18:51:00,West,Assault,28.68181,77.054414,1
2014-06-25 17:29:00,South-West,Theft,28.590661,77.05245,1
2014-06-24 04:01:00,South,Theft,28.499464,77.187027,1
2014-06-11 19:26:00,North-West,Theft,28.741665,77.104436,1
2014-05-06 03:11:00,North-East,Theft,28.708193,77.271134,1
2014-02-18 00:53:00,West,Theft,28.656113,77.066712,1
2014-07-27 23:26:00,West,Theft,28.681194,77.079621,1
2014-04-03 03:18:00,Central,Theft,28.646674,77.215561,1
2014-05-20 10:05:00,East,Theft,28.613239,77.317913,1
2014-04-13 17:40:00,East,Theft,28.635622,77.280076,1
2014-12-12 18:24:00,West,Assault,28.673994,77.06417,1
2014-12-19 05:14:00,Outer,Theft,28.717044,77.000477,1
2014-04-13 23:34:00,South,Burglary,28.480678,77.187352,1
2014-03-04 09:39:00,South-East,Theft,28.539311,77.27096,1
2014-12-26 03:56:00,West,Theft,28.686373,77.081569,1
2014-01-01 16:31:00,South,Theft,28.468089,77.1934,1
2014-09-29 12:22:00,South-East,Robbery,28.560003,77.265557,1
2014-01-02 00:26:00,East,Burglary,28.614966,77.301232,1
2014-01-03 22:47:00,Central,Theft,28.638718,77.213468,1
2014-11-12 05:04:00,South-East,Theft,28.529062,77.232804,1
2014-08-30 03:04:00,South-West,Theft,28.56873,77.067936,1
2014-07-19 19:51:00,South-East,Theft,28.532709,77.239949,1
2014-09-08 04:16:00,South-East,Theft,28.545213,77.259313,1
2014-05-01 04:43:00,South,Theft,28.492494,77.1923,1
2014-10-06 03:47:00,South,Theft,28.495707,77.187058,1
2014-05-29 17:06:00,East,Theft,28.61069,77.31475,1
2014-08-04 14:02:00,East,Theft,28.63779,77.282692,1
2014-09-25 00:45:00,West,Assault,28.666877,77.054776,1
2014-12-30 09:33:00,North-East,Theft,28.710803,77.278373,1
2014-12-16 04:04:00,Outer,Theft,28.724887,76.99462,1
2014-07-20 16:44:00,Outer,Burglary,28.714219,77.00469,1
2014-04-07 18:52:00,East,Burglary,28.608978,77.296646,1
2014-11-24 09:18:00,North-East,Theft,28.676719,77.281714,1
2014-11-25 05:29:00,East,Theft,28.618859,77.298569,1
2014-08-28 02:05:00,South-West,Theft,28.580559,77.080926,1
2014-01-09 17:58:00,South-West,Burglary,28.576645,77.06209,1
2014-03-05 19:25:00,South-East,Theft,28.547401,77.263524,1
2014-10-25 11:23:00,New Delhi,Theft,28.606039,77.221607,1
2014-12-25 10:37:00,West,Burglary,28.649573,77.072346,1
2014-06-26 23:15:00,South-East,Theft,28.54207,77.236735,1
2014-01-04 21:22:00,West,Theft,28.663528,77.066051,1
2014-11-01 04:15:00,South,Theft,28.468134,77.196854,1
2014-08-16 09:55:00,Outer,Fraud,28.698642,76.981904,1
2014-01-10 02:19:00,North-West,Theft,28.760617,77.103026,1
2014-11-22 02:51:00,New Delhi,Fraud,28.594594,77.204304,1
2014-06-11 00:26:00,West,Theft,28.657075,77.05478,1
2014-01-19 08:03:00,West,Fraud,28.654996,77.089082,1
2014-03-18 23:42:00,Outer,Theft,28.716258,77.011542,1
2014-10-04 21:16:00,North-East,Burglary,28.68284,77.249785,1
2014-03-30 02:53:00,South-East,Theft,28.555652,77.270363,1
2014-12-10 05:27:00,West,Burglary,28.665625,77.0721,1
2014-08-13 04:36:00,South,Robbery,28.481363,77.190756,1
2014-10-13 20:27:00,Outer,Theft,28.698208,76.999148,1
2014-07-10 16:47:00,East,Theft,28.630021,77.296494,1
2014-10-21 01:54:00,South-West,Theft,28.587582,77.066836,1
2014-07-23 02:14:00,Central,Burglary,28.662179,77.200127,1
2014-03-25 01:49:00,Outer,Theft,28.694885,77.017169,1
2014-03-10 22:41:00,West,Theft,28.68166,77.08104,1
2014-08-07 01:28:00,South-West,Theft,28.578384,77.076206,1
2014-10-15 15:15:00,South-East,Theft,28.534116,77.23393,1
2014-01-08 17:09:00,South-East,Fraud,28.533207,77.249656,1
2014-05-12 02:34:00,Outer,Robbery,28.729368,77.008635,1
2014-12-23 17:30:00,South,Theft,28.491044,77.205153,1
2014-03-22 17:13:00,South,Burglary,28.465596,77.199106,1
2014-07-08 01:09:00,South-East,Burglary,28.546372,77.259072,1
2014-03-24 18:26:00,West,Theft,28.650056,77.070316,1
2014-10-21 04:58:00,South,Theft,28.49604,77.199566,1
2014-05-21 18:10:00,North-West,Burglary,28.723993,77.076697,1
2014-12-09 17:31:00,Outer,Fraud,28.717608,76.988812,1
2014-03-07 00:38:00,North,Theft,28.684962,77.233549,1
2014-01-19 16:42:00,North-East,Theft,28.685693,77.255218,1
2014-06-16 04:41:00,Central,Burglary,28.640145,77.196757,1
2014-04-13 11:49:00,North-East,Theft,28.699964,77.264283,1
2014-11-27 20:50:00,Outer,Theft,28.695917,77.010886,1
2014-01-17 17:00:00,North-West,Theft,28.731768,77.097751,1
2014-06-24 10:30:00,North-East,Theft,28.69866,77.255735,1
2014-01-01 12:11:00,New Delhi,Theft,28.6062,77.218731,1
2014-03-19 11:44:00,South,Theft,28.483337,77.199053,1
2014-08-20 16:07:00,South-East,Theft,28.537501,77.245836,1
2014-06-11 12:27:00,West,Assault,28.681446,77.085067,1
2014-02-19 23:53:00,North,Theft,28.705311,77.236588,1
2014-04-14 01:50:00,East,Burglary,28.631711,77.279026,1
2014-06-07 06:05:00,South-East,Burglary,28.549887,77.249631,1
2014-09-13 07:47:00,New Delhi,Theft,28.61428,77.189849,1
2014-01-27 19:22:00,South-West,Burglary,28.559089,77.062397,1
2014-11-04 04:53:00,South-East,Theft,28.542782,77.238857,1
2014-04-22 13:39:00,Outer,Theft,28.724764,77.01317,1
2014-10-17 22:53:00,New Delhi,Theft,28.615142,77.220236,1
2014-02-23 18:21:00,North-West,Theft,28.759722,77.109315,1
2014-09-28 16:17:00,North,Theft,28.678561,77.210881,1
2014-11-16 20:00:00,North-West,Fraud,28.722391,77.072559,1
2014-08-31 19:32:00,South-West,Theft,28.589292,77.068496,1
2014-03-11 09:39:00,South-East,Theft,28.527497,77.247149,1
2014-10-02 22:01:00,South,Burglary,28.463856,77.205977,1
2014-08-20 15:02:00,South,Theft,28.499886,77.191143,1
2014-10-16 17:17:00,New Delhi,Assault,28.619483,77.218529,1
2014-03-14 23:21:00,Central,Theft,28.658441,77.197371,1
2014-10-05 00:20:00,South-West,Theft,28.558311,77.068382,1
2014-10-17 07:14:00,South,Theft,28.478463,77.20084,1
2014-09-12 03:49:00,North,Theft,28.674497,77.203311,1
2014-05-03 05:26:00,Outer,Theft,28.71752,76.981138,1
2014-02-27 19:11:00,North-West,Theft,28.752596,77.112097,1
2014-12-02 03:23:00,South-East,Fraud,28.525994,77.242072,1
2014-01-29 19:15:00,West,Theft,28.672063,77.067164,1
2014-08-13 08:49:00,Outer,Theft,28.696142,76.998481,1
